date,Low,High
2021-04-26,27491.919921875,28635.97265625
2021-04-27,27249.2421875,27803.93359375
2021-04-28,27422.583984375,28046.611328125
2021-04-29,27561.255859375,28323.95703125
2021-05-04,27769.265625,29814.69140625
2021-05-05,30057.369140625,30785.40234375
2021-05-06,29606.68359375,30300.046875
2021-05-07,29329.3359375,30438.720703125
2021-05-10,30854.740234375,31270.7578125
2021-05-11,30646.73046875,31132.0859375
2021-05-12,30404.052734375,31201.421875
2021-05-13,30958.744140625,32692.15625
2021-05-14,32345.474609375,32900.16796875
2021-05-17,32172.1328125,33004.171875
2021-05-18,32033.4609375,32553.484375
2021-05-19,32241.46875,33454.859375
2021-05-20,33316.18359375,33905.546875
2021-05-21,33420.19140625,34182.890625
2021-05-24,33697.53515625,35777.62890625
2021-05-25,35430.94921875,36054.9765625
2021-05-26,35222.9375,35916.3046875
2021-05-27,34668.24609375,35846.96875
2021-05-28,34737.58203125,35569.62109375
2021-05-31,35361.61328125,36817.6796875
2021-06-01,36401.66015625,37372.37109375
2021-06-02,35777.62890625,36679.00390625
2021-06-03,36054.9765625,37580.37890625
2021-06-04,37164.359375,38065.734375
2021-06-07,35361.61328125,37303.03515625
2021-06-08,33974.8828125,36401.66015625
2021-06-09,33628.19921875,35361.61328125
2021-06-10,34321.5625,35292.2734375
2021-06-11,34390.90234375,36679.00390625
2021-06-14,36054.9765625,37441.70703125
2021-06-15,35916.3046875,36748.33984375
2021-06-16,35014.9296875,35777.62890625
2021-06-17,34252.2265625,35361.61328125
2021-06-18,35361.61328125,36401.66015625
2021-06-21,34668.24609375,35708.29296875
2021-06-22,34737.58203125,36332.32421875
2021-06-23,35985.640625,37095.0234375
2021-06-24,36817.6796875,37927.0625
2021-06-25,36332.32421875,37303.03515625
2021-06-28,37303.03515625,37996.3984375
2021-06-29,37095.0234375,37927.0625
2021-06-30,36401.66015625,37788.390625
2021-07-01,35985.640625,36956.3515625
2021-07-02,36332.32421875,36887.015625
2021-07-05,35708.29296875,36748.33984375
2021-07-06,33628.19921875,36887.015625
2021-07-07,33649.09375,35080.96875
2021-07-08,34544.015625,35796.90625
2021-07-09,33112.13671875,34723.0
2021-07-12,31322.29296875,33201.62890625
2021-07-13,30248.38671875,32172.46875
2021-07-14,30158.892578125,31635.515625
2021-07-15,30069.400390625,31725.0078125
2021-07-16,31009.0703125,31680.26171875
2021-07-19,28861.255859375,30382.625
2021-07-20,28324.302734375,29800.923828125
2021-07-21,29263.970703125,30293.1328125
2021-07-22,29308.716796875,30382.625
2021-07-23,29084.986328125,30158.892578125
2021-07-26,28458.541015625,29084.986328125
2021-07-27,28995.494140625,29845.669921875
2021-07-28,29084.986328125,29621.939453125
2021-07-29,29711.431640625,30561.609375
2021-07-30,30382.625,31053.81640625
2021-08-02,30114.146484375,30606.35546875
2021-08-03,29756.177734375,30516.86328125
2021-08-04,30337.87890625,30830.0859375
2021-08-05,30069.400390625,30606.35546875
2021-08-06,30516.86328125,31232.80078125
2021-08-09,30382.625,30964.32421875
2021-08-10,30830.0859375,31277.546875
2021-08-11,30695.84765625,31411.78515625
2021-08-12,30695.84765625,31098.5625
2021-08-13,30158.892578125,30964.32421875
2021-08-16,30516.86328125,31725.0078125
2021-08-17,30919.578125,31769.75390625
2021-08-18,30695.84765625,31143.30859375
2021-08-19,30561.609375,30874.83203125
2021-08-20,28637.525390625,31098.5625
2021-08-23,29219.224609375,29935.162109375
2021-08-24,29219.224609375,29711.431640625
2021-08-25,28369.048828125,29353.462890625
2021-08-26,27832.09375,29263.970703125
2021-08-27,26937.171875,27921.5859375
2021-08-30,28011.080078125,28906.001953125
2021-08-31,28458.541015625,29129.732421875
2021-09-01,28279.556640625,28906.001953125
2021-09-06,28458.541015625,28906.001953125
2021-09-07,28771.763671875,29487.701171875
2021-09-08,28637.525390625,29577.193359375
2021-09-09,28727.017578125,28995.494140625
2021-09-10,28906.001953125,29263.970703125
2021-09-13,28458.541015625,28950.748046875
2021-09-14,27921.5859375,28682.271484375
2021-09-15,27742.6015625,28190.064453125
2021-09-16,28100.572265625,28682.271484375
2021-09-17,28369.048828125,28771.763671875
2021-09-20,28503.287109375,28906.001953125
2021-09-21,28011.080078125,28369.048828125
2021-09-22,27876.83984375,28234.810546875
2021-09-23,28100.572265625,28548.033203125
2021-09-24,28279.556640625,28548.033203125
2021-09-27,27742.6015625,28548.033203125
2021-09-28,27474.125,27787.34765625
2021-09-29,27160.90234375,27742.6015625
2021-09-30,27205.6484375,27608.36328125
2021-10-01,26579.203125,27339.88671875
